D,pre,query
10,2.269886977999988,0.04466992790000291
11,2.381471124999962,0.04558636250000063
12,2.3750954019999995,0.04505556220000813
13,2.4921041979999927,0.04687412919998906
14,2.3771723849999944,0.045048825199995694
15,2.2226257680000003,0.04435903769999073
16,2.2975308819999896,0.04648446510000213
17,2.270695608999972,0.045200261200000105
18,2.377567435000003,0.04525025509999523
19,2.338057499999991,0.043854849299992796
20,2.434563349999962,0.04492726700000276
21,2.218291793999981,0.04318483199999718
22,2.238130818000002,0.04393837240002085
23,2.2933388309999714,0.045085479200008646
24,2.3500031469999954,0.043477063200009526
25,2.4328094690000057,0.046415690999987186
26,2.4013022390000174,0.048896868600002114
27,2.375725103000036,0.04417425759999673
28,2.3703241320000075,0.04352401919999807
29,2.3782166379999694,0.04390423539999232
30,2.2648633439999912,0.04476168020000841
31,2.3457656339999744,0.04662781109999514
32,2.2983567359999597,0.04420818049999866
33,2.3788671440000257,0.04705589740000278
34,2.4357693189999736,0.0449137979999989
35,2.3706801509999877,0.044529807800012124
36,2.3383814300000267,0.04577154959999916
37,2.351480648000006,0.04429465669999786
38,2.4965255380000144,0.0463806820000002
39,2.2932539619999943,0.04319551600000295
40,2.3450392139999963,0.04663220310000043
41,2.193355650000001,0.04468351090000623
42,2.348540138999965,0.04699596139998903
43,2.3667977480000104,0.043417465099986424
44,2.323190999000019,0.04397856540000475
45,2.3199947079999674,0.04499911019998991
46,2.391503613999987,0.044977909000010634
47,2.2229201869999997,0.04367010319998599
48,2.208645491000027,0.04374092330000962
49,2.4304217469999685,0.045744289599997504
50,2.3395358629999805,0.04557620740000061
51,2.371427197999992,0.04411442460000216
52,2.3685779179999713,0.0449093760999915
53,2.3280759729999545,0.04500438510002027
54,2.366855317000045,0.04505578210001886
55,2.3133354340000096,0.04378310040000315
56,2.336426220000021,0.043935133499996934
57,2.2309902929999907,0.043269204200009875
58,2.427155456000037,0.04501775809999344
59,2.2728386720000344,0.04359714020000638
60,2.205335146999971,0.043790012399989565
61,2.355452612000022,0.04368019019998996
62,2.2467816220000145,0.04279183759999228
63,2.191929168999991,0.043050827799999074
64,2.498760749999974,0.04524228620001622
65,2.310601604999988,0.04336129609999945
66,2.2482568710000237,0.04147424000000228
67,2.3410211230000186,0.044761179800002535
68,2.249200174000009,0.04410543960000268
69,2.334447909000005,0.04119956469999692
70,2.2418587799999727,0.04461935580000045
71,2.3138909850000005,0.0446375138999997
72,2.3915202240000326,0.044623226799996016
73,2.3655890269999986,0.046364704999984956
74,2.4059181620000345,0.045896151599998804
75,2.439802573999998,0.04490195000000767
76,2.3640371080000477,0.044818567999999455
77,2.3751929620000283,0.04654306919999271
78,2.3822818980000307,0.04493648310000254
79,2.352151286000037,0.04474755199999549
80,2.460505155999954,0.04469926190000706
81,2.2395816889999764,0.044704703900004
82,2.442202801999997,0.04522576029999073
83,2.5077498260000084,0.0483867212000007
84,2.3565980119999494,0.043911061399990105
85,2.497223751999968,0.04629451199998584
86,2.391740739999932,0.04365832830000044
87,2.4180132980000053,0.04517309719997229
88,2.312637704999929,0.04453329079999549
89,2.3597945320000235,0.046384591899993666
90,2.3219002900000305,0.044363513700011487
91,2.226717180000037,0.0429632298000115
92,2.280847033999976,0.044507118699982584
93,2.280811332999974,0.04754096569998864
94,2.3211129190000293,0.046878856400019236
95,2.374976081,0.04485696300000655
96,2.189303527999982,0.044612182900016256
97,2.4399787840000045,0.04408732360001295
98,2.3044961479999984,0.04442535280001039
99,2.3955178639999986,0.04402286749999576
100,2.2422291199999336,0.0449943980999933
